Auction Lot,Vendor,Forecasted Qty,  Initial Quote for BOC  ,  Target Price  ,  Pre-Bid Price  ,  Bid Price  ,  Target Spend  ,  Current Spend  ,  Pre-Bid Spend  , Bid Spend ,% Delta to Target
Lot 1,Vendor J,3,554.21,441.75,554.21,554.21,1325.26,1662.64,1662.64,1662.64,25.50%
Lot 3,Vendor J,52,54598.2,38218.74,48129.59,38087.13,1987374.59,2839106.56,2502738.81,1980530.84,-0.30%
Lot 3,Vendor J,9,107564.74,75295.32,98146.67,51071.47,677657.85,968082.64,883320.03,459643.21,-32.20%
Lot 3,Vendor J,18,68231.34,47761.94,61172.0,44101.5,859714.94,1228164.2,1101096.02,793827.01,-7.70%
Lot 3,Vendor J,18,68231.34,47761.94,61172.0,44101.5,859714.94,1228164.2,1101096.02,793827.01,-7.70%
Lot 3,Vendor J,45,114481.87,80137.31,111203.38,96049.65,3606178.83,5151684.04,5004152.26,4322234.32,19.90%
Lot 3,Vendor J,15,817022.45,571915.71,800688.93,762926.62,8578735.7,12255336.72,12010334.0,11443899.31,33.40%
Lot 3,Vendor J,7,17503.2,12252.24,16283.02,14393.86,85765.68,122522.4,113981.18,100757.0,17.50%
Lot 3,Vendor J,34,57206.85,40044.8,50532.08,40097.47,1361523.1,1945033.0,1718090.55,1363314.15,0.10%
Lot 3,Vendor J,45,54598.2,38218.74,48129.59,38087.13,1719843.39,2456919.14,2165831.66,1713920.92,-0.30%
Lot 3,Vendor J,8,107564.74,75295.32,98146.67,51071.47,602362.53,860517.9,785173.36,408571.74,-32.20%
Lot 3,Vendor J,15,68231.34,47761.94,61172.0,44101.5,716429.12,1023470.17,917580.02,661522.5,-7.70%
Lot 3,Vendor J,15,68231.34,47761.94,61172.0,44101.5,716429.12,1023470.17,917580.02,661522.5,-7.70%
Lot 3,Vendor J,3,1120.04,938.27,1120.04,928.41,2814.82,3360.11,3360.11,2785.24,-1.10%
Lot 3,Vendor J,2,1120.04,938.27,1120.04,928.41,1876.55,2240.07,2240.07,1856.83,-1.10%
Lot 3,Vendor J,3,34.73,31.95,34.73,30.21,95.86,104.19,104.19,90.64,-5.40%
Lot 3,Vendor J,2,34.73,31.95,34.73,30.21,63.9,69.46,69.46,60.43,-5.40%
Lot 3,Vendor J,3,34.73,31.95,34.73,30.21,95.86,104.19,104.19,90.64,-5.40%
Lot 3,Vendor J,3,34.73,31.95,34.73,30.21,95.86,104.19,104.19,90.64,-5.40%
Lot 3,Vendor J,3,71.38,65.66,71.38,38.54,197.0,214.13,214.13,115.63,-41.30%
Lot 3,Vendor J,2,71.38,65.66,71.38,38.54,131.33,142.75,142.75,77.09,-41.30%
Lot 3,Vendor J,2,34.73,31.95,34.73,30.21,63.9,69.46,69.46,60.43,-5.40%
Lot 3,Vendor J,3,34.73,31.95,34.73,30.21,95.86,104.19,104.19,90.64,-5.40%
Lot 3,Vendor J,2,34.73,31.95,34.73,30.21,63.9,69.46,69.46,60.43,-5.40%
Lot 3,Vendor J,20,2648.2,2238.39,2474.85,2400.61,44767.8,52964.01,49497.03,48012.12,7.20%
Lot 3,Vendor J,40,1953.12,1554.25,1779.77,1576.4,62170.02,78124.86,71190.9,63055.88,1.40%
Lot 3,Vendor J,12,1953.12,1554.25,1779.77,1576.4,18651.01,23437.46,21357.27,18916.76,1.40%
Lot 3,Vendor J,18,2240.07,1826.06,2066.72,1999.42,32868.99,40321.31,37201.03,35989.57,9.50%
Lot 3,Vendor J,35,2240.07,1826.06,2066.72,1999.42,63911.93,78402.56,72335.34,69979.73,9.50%
Lot 3,Vendor J,7,689.19,571.38,689.19,531.1,3999.65,4824.32,4824.32,3717.68,-7.00%
Lot 3,Vendor J,29,689.19,571.38,689.19,531.1,16569.98,19986.47,19986.47,15401.83,-7.00%
Lot 3,Vendor J,5,599.15,483.02,599.15,519.94,2415.11,2995.74,2995.74,2599.67,7.60%
Lot 3,Vendor J,4,599.15,483.02,599.15,519.94,1932.08,2396.59,2396.59,2079.73,7.60%
Lot 3,Vendor J,5,599.15,483.02,599.15,519.94,2415.11,2995.74,2995.74,2599.67,7.60%
Lot 3,Vendor J,1,781.75,646.27,781.75,624.22,646.27,781.75,781.75,624.22,-3.40%
Lot 3,Vendor J,5,689.19,571.38,689.19,531.1,2856.89,3445.94,3445.94,2655.49,-7.00%
Lot 3,Vendor J,10,689.19,571.38,689.19,531.1,5713.78,6891.89,6891.89,5310.98,-7.00%
Lot 3,Vendor J,4,689.19,571.38,689.19,531.1,2285.51,2756.75,2756.75,2124.39,-7.00%
Lot 3,Vendor J,16,689.19,571.38,689.19,531.1,9142.06,11027.02,11027.02,8497.56,-7.00%
Lot 3,Vendor J,3,554.21,441.75,554.21,554.21,1325.26,1662.64,1662.64,1662.64,25.50%
Lot 3,Vendor J,37,689.19,571.38,689.19,531.1,21141.0,25499.97,25499.97,19650.61,-7.00%
Lot 3,Vendor J,1,1120.04,938.27,1120.04,928.41,938.27,1120.04,1120.04,928.41,-1.10%
Lot 3,Vendor J,12,814.57,666.47,814.57,696.75,7997.62,9774.86,9774.86,8361.04,4.50%
Lot 3,Vendor J,8,599.15,483.02,599.15,519.94,3864.17,4793.18,4793.18,4159.48,7.60%
Lot 3,Vendor J,1,781.75,646.27,781.75,624.22,646.27,781.75,781.75,624.22,-3.40%
Lot 3,Vendor J,1,781.75,646.27,781.75,624.22,646.27,781.75,781.75,624.22,-3.40%
Lot 3,Vendor J,4,689.19,571.38,689.19,531.1,2285.51,2756.75,2756.75,2124.39,-7.00%
Lot 3,Vendor J,9,689.19,571.38,689.19,531.1,5142.41,6202.7,6202.7,4779.88,-7.00%
Lot 3,Vendor J,3,632.98,520.52,689.19,531.1,1561.55,1898.93,2067.57,1593.3,2.00%
Lot 3,Vendor J,7,632.98,520.52,689.19,531.1,3643.63,4430.83,4824.32,3717.68,2.00%
Lot 3,Vendor J,80,1953.12,1554.25,1779.77,1576.4,124340.04,156249.72,142381.8,126111.75,1.40%
Lot 3,Vendor J,19,2240.07,1826.06,2066.72,1999.42,34695.04,42561.39,39267.76,37989.0,9.50%
Lot 3,Vendor J,5,1120.04,938.27,1120.04,928.41,4691.36,5600.18,5600.18,4642.07,-1.10%
Lot 3,Vendor J,4,632.98,520.52,632.98,613.98,2082.07,2531.91,2531.91,2455.95,18.00%
Lot 3,Vendor J,10,632.98,520.52,632.98,613.98,5205.18,6329.76,6329.76,6139.87,18.00%
Lot 3,Vendor J,7,781.75,646.27,781.75,624.22,4523.9,5472.27,5472.27,4369.57,-3.40%
Lot 3,Vendor J,3,632.98,520.52,632.98,613.98,1561.55,1898.93,1898.93,1841.96,18.00%
Lot 3,Vendor J,1,1120.04,938.27,1120.04,928.41,938.27,1120.04,1120.04,928.41,-1.10%
Lot 3,Vendor J,1,1120.04,938.27,1120.04,928.41,938.27,1120.04,1120.04,928.41,-1.10%
Lot 1,Vendor I,5,5246.75,3912.97,4207.5,3912.97,19564.88,26233.76,21037.5,19564.88,0.00%
Lot 1,Vendor I,6,7236.9,5217.3,5974.65,5217.3,31303.8,43421.4,35847.9,31303.8,0.00%
Lot 1,Vendor I,6,7236.9,5217.3,5974.65,5217.3,31303.8,43421.4,35847.9,31303.8,0.00%
Lot 1,Vendor I,33,5246.75,3912.97,4207.5,3912.97,129128.18,173142.83,138847.5,129128.18,0.00%
Lot 1,Vendor I,12,5246.75,3912.97,4207.5,3912.97,46955.7,62961.03,50490.0,46955.7,0.00%
Lot 1,Vendor I,3,6727.79,5049.0,5806.35,5049.0,15147.0,20183.38,17419.05,15147.0,0.00%
Lot 1,Vendor I,3,7236.9,5217.3,5974.65,5217.3,15651.9,21710.7,17923.95,15651.9,0.00%
Lot 1,Vendor I,13,5246.75,3912.97,4207.5,3912.97,50868.68,68207.78,54697.5,50868.68,0.00%
Lot 1,Vendor I,8,5246.75,3912.97,4207.5,3912.97,31303.8,41974.02,33660.0,31303.8,0.00%
Lot 1,Vendor I,60,5246.75,3912.97,4207.5,3912.97,234778.5,314805.15,252450.0,234778.5,0.00%
Lot 1,Vendor I,1,6727.79,5049.0,5806.35,5049.0,5049.0,6727.79,5806.35,5049.0,0.00%
Lot 1,Vendor I,2,5246.75,3912.97,4207.5,3912.97,7825.95,10493.51,8415.0,7825.95,0.00%
Lot 1,Vendor I,10,5246.75,3912.97,4207.5,3912.97,39129.75,52467.53,42075.0,39129.75,0.00%
Lot 1,Vendor I,5,5246.75,3912.97,4207.5,3912.97,19564.88,26233.76,21037.5,19564.88,0.00%
Lot 1,Vendor I,29,5246.75,3912.97,4207.5,3912.97,113476.28,152155.82,122017.5,113476.28,0.00%
Lot 1,Vendor I,5,6727.79,5049.0,5806.35,5049.0,25245.0,33638.96,29031.75,25245.0,0.00%
Lot 1,Vendor I,6,5246.75,3912.97,4207.5,3912.97,23477.85,31480.51,25245.0,23477.85,0.00%
Lot 1,Vendor I,4,5246.75,3912.97,4207.5,3912.97,15651.9,20987.01,16830.0,15651.9,0.00%
Lot 1,Vendor I,12,5246.75,3912.97,4207.5,3912.97,46955.7,62961.03,50490.0,46955.7,0.00%
Lot 1,Vendor I,28,5246.75,3912.97,4207.5,3912.97,109563.3,146909.07,117810.0,109563.3,0.00%
Lot 1,Vendor I,7,7236.9,5217.3,5974.65,5217.3,36521.1,50658.3,41822.55,36521.1,0.00%
Lot 1,Vendor I,2,7236.9,5217.3,5974.65,5217.3,10434.6,14473.8,11949.3,10434.6,0.00%
Lot 1,Vendor I,10,5246.75,3912.97,4207.5,3912.97,39129.75,52467.53,42075.0,39129.75,0.00%
Lot 1,Vendor I,4,5246.75,3912.97,4207.5,3912.97,15651.9,20987.01,16830.0,15651.9,0.00%
Lot 1,Vendor I,4,5246.75,3912.97,4207.5,3912.97,15651.9,20987.01,16830.0,15651.9,0.00%
Lot 1,Vendor I,6,5246.75,3912.97,4207.5,3912.97,23477.85,31480.51,25245.0,23477.85,0.00%
Lot 1,Vendor I,36,5246.75,3912.97,4207.5,3912.97,140867.1,188883.09,151470.0,140867.1,0.00%
Lot 1,Vendor I,10,5246.75,3912.97,4207.5,3912.97,39129.75,52467.53,42075.0,39129.75,0.00%
Lot 1,Vendor I,10,5246.75,3912.97,4207.5,3912.97,39129.75,52467.53,42075.0,39129.75,0.00%
Lot 1,Vendor I,68,5246.75,3912.97,4207.5,3912.97,266082.3,356779.17,286110.0,266082.3,0.00%
Lot 1,Vendor I,6,5246.75,3912.97,4207.5,3912.97,23477.85,31480.51,25245.0,23477.85,0.00%
Lot 1,Vendor I,2,6727.79,5049.0,5806.35,5049.0,10098.0,13455.59,11612.7,10098.0,0.00%
Lot 1,Vendor I,49,5246.75,3912.97,4207.5,3912.97,191735.77,257090.87,206167.5,191735.77,0.00%
Lot 1,Vendor I,1,7236.9,5217.3,5974.65,5217.3,5217.3,7236.9,5974.65,5217.3,0.00%
Lot 1,Vendor I,1,6727.79,5049.0,5806.35,5049.0,5049.0,6727.79,5806.35,5049.0,0.00%
Lot 1,Vendor I,5,7236.9,5217.3,5974.65,5217.3,26086.5,36184.5,29873.25,26086.5,0.00%
Lot 1,Vendor I,1,7236.9,5217.3,5974.65,5217.3,5217.3,7236.9,5974.65,5217.3,0.00%
Lot 1,Vendor I,1,5246.75,3912.97,4207.5,3912.97,3912.97,5246.75,4207.5,3912.97,0.00%
Lot 1,Vendor I,2,5246.75,3912.97,4207.5,3912.97,7825.95,10493.51,8415.0,7825.95,0.00%
Lot 1,Vendor I,1,5246.75,3912.97,4207.5,3912.97,3912.97,5246.75,4207.5,3912.97,0.00%
Lot 1,Vendor I,1,5246.75,3912.97,4207.5,3912.97,3912.97,5246.75,4207.5,3912.97,0.00%
Lot 1,Vendor I,1,5246.75,3912.97,4207.5,3912.97,3912.97,5246.75,4207.5,3912.97,0.00%
Lot 1,Vendor I,5,5246.75,3912.97,4207.5,3912.97,19564.88,26233.76,21037.5,19564.88,0.00%
Lot 1,Vendor I,20,5246.75,3912.97,4207.5,3912.97,78259.5,104935.05,84150.0,78259.5,0.00%
Lot 1,Vendor I,69,5246.75,3912.97,4207.5,3912.97,269995.28,362025.92,290317.5,269995.28,0.00%
Lot 1,Vendor I,6,7236.9,5217.3,5974.65,5217.3,31303.8,43421.4,35847.9,31303.8,0.00%
Lot 1,Vendor I,6,7236.9,5217.3,5974.65,5217.3,31303.8,43421.4,35847.9,31303.8,0.00%
Lot 1,Vendor I,3,6727.79,5049.0,5806.35,5049.0,15147.0,20183.38,17419.05,15147.0,0.00%
Lot 1,Vendor I,2,7236.9,5217.3,5974.65,5217.3,10434.6,14473.8,11949.3,10434.6,0.00%
Lot 1,Vendor I,69,5246.75,3912.97,4207.5,3912.97,269995.28,362025.92,290317.5,269995.28,0.00%
Lot 1,Vendor I,2,73417.51,48470.4,71734.51,71734.51,96940.8,146835.02,143469.02,143469.02,48.00%
Lot 1,Vendor I,2,54992.87,43758.0,48260.87,48260.87,87516.0,109985.73,96521.73,96521.73,10.30%
Lot 1,Vendor I,2,73417.51,48470.4,71734.51,71734.51,96940.8,146835.02,143469.02,143469.02,48.00%
Lot 1,Vendor I,4,6438.32,5469.75,6270.02,6270.02,21879.0,25753.27,25080.07,25080.07,14.60%
Lot 1,Vendor I,4,40687.37,24403.5,40687.37,40687.37,97614.0,162749.47,162749.47,162749.47,66.70%
Lot 1,Vendor I,4,54992.87,43758.0,48260.87,48260.87,175032.0,219971.47,193043.47,193043.47,10.30%
Lot 1,Vendor I,8,73417.51,48470.4,71734.51,71734.51,387763.2,587340.07,573876.07,573876.07,48.00%
Lot 1,Vendor I,4,6438.32,5469.75,6270.02,6270.02,21879.0,25753.27,25080.07,25080.07,14.60%
Lot 1,Vendor I,4,40687.37,24403.5,40687.37,40687.37,97614.0,162749.47,162749.47,162749.47,66.70%
Lot 1,Vendor I,4,54992.87,43758.0,48260.87,48260.87,175032.0,219971.47,193043.47,193043.47,10.30%
Lot 1,Vendor I,4,73417.51,48470.4,71734.51,71734.51,193881.6,293670.04,286938.04,286938.04,48.00%
Lot 1,Vendor I,4,6438.32,5469.75,6270.02,6270.02,21879.0,25753.27,25080.07,25080.07,14.60%
Lot 1,Vendor I,4,40687.37,24403.5,40687.37,40687.37,97614.0,162749.47,162749.47,162749.47,66.70%
Lot 1,Vendor I,2,54992.87,43758.0,48260.87,48260.87,87516.0,109985.73,96521.73,96521.73,10.30%
Lot 1,Vendor I,2,73417.51,48470.4,71734.51,71734.51,96940.8,146835.02,143469.02,143469.02,48.00%
Lot 1,Vendor I,2,6438.32,5469.75,6270.02,6270.02,10939.5,12876.63,12540.03,12540.03,14.60%
Lot 1,Vendor I,2,40687.37,24403.5,40687.37,40687.37,48807.0,81374.73,81374.73,81374.73,66.70%
Lot 1,Vendor I,8,6438.32,5469.75,6270.02,6270.02,43758.0,51506.53,50160.13,50160.13,14.60%
Lot 1,Vendor I,8,40687.37,24403.5,40687.37,40687.37,195228.0,325498.93,325498.93,325498.93,66.70%
Lot 1,Vendor I,2,73417.51,48470.4,71734.51,71734.51,96940.8,146835.02,143469.02,143469.02,48.00%
Lot 1,Vendor I,4,54992.87,43758.0,48260.87,48260.87,175032.0,219971.47,193043.47,193043.47,10.30%
Lot 1,Vendor I,2,73417.51,48470.4,71734.51,71734.51,96940.8,146835.02,143469.02,143469.02,48.00%
